# ELDEN RING field-offset constants whose OWNING OBJECT nobody has established.
#
# Generated by scripts/attribute-field-offset-owners.py --refresh. One line per
# (constant, file, value), so moving a constant within its file does not churn the list.
# THIS SET MAY SHRINK. GROWTH IS REFUSED.
#
# WHY IT MATTERS. A stale detour target is refused by er-hook and logged; an unmapped data RVA
# resolves to 0 and the caller reports it; a stale STRUCT FIELD OFFSET reads the neighbouring
# field and says nothing, forever. An offset whose owner cannot be named cannot be measured
# either, because joining a repo constant to a 1.17 drift row on the NUMBER proves nothing in
# either direction -- 0xb0c moved in 1.17, in the Wwise audio manager, while
# DIALOG_SLOT_CURSOR_B0C_OFFSET is a title dialog at the same number and is unaffected.
#
# CLEAR A ROW by reading the reverse engineering recorded in the doc comment above the constant
# (`--prose NAME` prints it) and adding `"NAME": "CS::SomeClass"` to
# scripts/adjudicate-autoload-offsets.py::OWNERS -- the one table this gate,
# check-singleton-field-offsets.py and adjudicate-autoload-offsets.py all import. Use `None`
# there, with a reason in NON_GAME_STRUCT_REASONS, for a Windows / MSVC / PE ABI structure a
# FromSoftware patch cannot move. Then measure it:
#     python3 scripts/clear-fields-by-object.py --class CS::SomeClass --offsets 0xNN
# and re-run --refresh.
#
# NAMING THE OWNER IS NOT A CLEARANCE. It is what makes the offset measurable. Several attributed
# offsets still return STILL-UNKNOWN, and that is a truthful answer, not a failure.
#
# This list is NOT the same population as check-singleton-field-offsets.py's
# `UNATTRIBUTED-NO-OWNER`, which counts every *_OFFSET symbol in the rva_symbols index including
# save-file and host-only-crate offsets. This one counts only sites that tool classifies as live
# GAME STRUCT FIELDS.
#
# HOW MUCH OF THIS IS ACTUALLY DANGEROUS, measured 2026-08-31 by joining these rows against
# `scripts/detect-struct-field-drift.py --resolve-unknown` (an exhaustive displacement census over
# the mapped half of the image: 128602 function pairs). That census is structure-INDEPENDENT --
# "this displacement changed in 0 of the N otherwise-identical pairs that use it" is a statement
# about every object the scan can see, ours included -- so it settles most of the list without
# ever naming an owner:
#
#     NOT-MOVED-ANYWHERE          257   (11 of them written through)
#     MOVED-ELSEWHERE              88   (moved only inside objects 1.17 is known to have grown,
#                                        chiefly the Wwise audio block, which alone "moves"
#                                        0x50/0x88/0x90/0xb8/0xd4/0xe0 -- the repo's commonest
#                                        small offsets -- via ONE settings struct shifted +0x38)
#     MOVED-SOMEWHERE              18   (1 written; the number moved in an object nobody has
#                                        named, so these are the ones that need an owner most)
#     OFFSET-ZERO-UNMEASURABLE     12   (a displacement of 0 carries no byte to compare; a new
#                                        LEADING member or a new base class would move it and this
#                                        method could not see it. ONE ROUTE EXISTS for a polymorphic
#                                        owner: `[this+0]` is the vtable slot, so pairing the class's
#                                        vtable slot-for-slot and confirming the constructor's
#                                        `mov [this+0],<vtable>` is aligned in both bodies proves
#                                        nothing was inserted in front of it. FD4PadDevice was
#                                        settled that way on 2026-08-31 -- 0x143295998 -> 0x143298c58,
#                                        5 slots, 3 identical and 2 at the region's own +0x2810.)
#     value not resolvable         37   (the constant is an expression this inventory cannot fold,
#                                        so it is not even in the census)
#
# Read that as: the list is long, the live hazard in it is not. But NOT-MOVED-ANYWHERE is not a
# clearance either -- the census is blind to `.pdata`-less leaf accessors, which is exactly where
# the one PlayerGameData move this migration found actually lives. It is evidence, ranked; the
# owner is what makes it measurable.
#
# THE TOP OF THAT RANKING WAS SETTLED ON 2026-08-31, AND THE OWNER WAS THE WRONG CLASS.
# The only row that was BOTH written through AND MOVED-SOMEWHERE was `VK_ARRAY_88_OFFSET` = 0x88
# (er-input-harness/src/pad_inject.rs). It was attributed to `CS::CSInGamePad`, which yields 2
# usable paired method bodies out of 40 -- and that starvation is why it would not settle. It is
# not that class. Its writer, 1.16.2 0x1426634a0 (`mov byte [rcx+rdx*2+0x88],1`, bound
# `cmp eax,0x50` on id-1000), has exactly four call sites (0x140240e70, 0x140241130, 0x140e321b0,
# 0x140e32470) and EVERY one loads `rcx` from `*(manager + 0x18 + dev*8)` =
# `FD4PadManager::padDevices[dev]`; `FD4PadManager::Init` fills that array with `HeapAlloc(0x3c0)`
# + `FD4PadDevice::FD4PadDevice` + `FD4PadDevice::vftable`. So the owner is `FD4::FD4PadDevice`,
# and the CSInGamePad merely HOLDS the device at its own +0x10.
#
# 0x88 HELD on 1.17. The writer pairs to 0x142665cb0 -- a masked signature that wildcards BOTH the
# displacement and the bound is unique in each image, and the call graph agrees independently (0
# callees, the same four callers, two of them at identical addresses) -- and the two bodies are
# byte-identical, so 0x88 is MEASURED on 1.17 rather than carried. Second witness: the
# `FD4PadDevice` constructor 0x142663880 -> 0x142666090 aligns 168/168 with zero moved offsets,
# holding 0x80 immediately below the array, and the allocation size is still 0x3c0.
#
# The prose that stood here before said WRITER_RVA "lands MID-FUNCTION inside a different 1.17
# function, so that region genuinely changed". The region did move -- uniformly, by +0x2810, which
# is why the naive same-address carry lands mid-function -- but nothing in it changed: all ten
# `disp == 0x88` sites in 0x142660000..0x14266a000 reappear at exactly +0x2810 with identical
# operands, and the class vtable pairs slot for slot (0x143295998 -> 0x143298c58).
#
# `.pdata` blindness was the real obstacle and call-graph topology is what got past it. The two
# padMaps offsets beside it were already settled: builder 0x140240e70 is byte-identical between
# the builds (195/195 aligned at the same address) and holds 0x18, 0x40 and 0x48 on the manager.
#
# NOT WIRED INTO scripts/check.sh. Two other agents held that file when this landed, so the gate
# runs only when invoked. Adding it is one line there, in column 1, like every other step:
#     python3 "$repo_root/scripts/attribute-field-offset-owners.py" --selftest
#     python3 "$repo_root/scripts/attribute-field-offset-owners.py"
#
# Currently 413 site(s) in 22 crate(s):
#    119  er-quickload
#    112  er-title-flow
#     41  er-loading-portrait-core
#     34  er-invasion-warp-core
#     20  er-invasion-warp
#     13  er-armament-icons
#     13  er-telemetry-core
#     12  er-input-harness
#     11  er-game-base
#      9  er-save-suppress
#      7  er-crash-logging-core
#      4  er-invasion-path
#      3  er-build-import-runtime
#      3  er-quit-menu-core
#      2  er-player-name-filter
#      2  er-refill-all
#      2  er-reload-trace
#      2  er-seamless-bugfixes
#      1  er-better-refills
#      1  er-inventory-sort
#      1  er-net-effects
#      1  er-scaleform-hooks
#
# constant	file	value
ACTIVE_OFFSET	crates/er-crash-logging-core/src/hang.rs	0x14
ALREADY_CLOSED_OFFSET	crates/er-crash-logging-core/src/hang.rs	0xc
AREA_CONVERTER_LEGACY_OFFSET	crates/er-invasion-warp-core/src/legacy_map_regions.rs	0x28
ARG_Q0_OFFSET	crates/er-quickload/src/experiments/trace/menu_constructor_capture.rs	0x0
ARG_Q10_OFFSET	crates/er-quickload/src/experiments/trace/menu_constructor_capture.rs	0x10
ARG_Q18_OFFSET	crates/er-quickload/src/experiments/trace/menu_constructor_capture.rs	0x18
ARG_Q8_OFFSET	crates/er-quickload/src/experiments/trace/menu_constructor_capture.rs	0x8
ASYNC_JOB_18_OFFSET	crates/er-quickload/src/experiments/own_stepper/bootstrap_drive.rs	0x18
BLOCKRES_GATE_2F_OFFSET	crates/er-title-flow/src/constants_return_title.rs	0x2f
BLOCKRES_PHASE_35_OFFSET	crates/er-title-flow/src/constants_return_title.rs	0x35
BLOCKRES_PRIMARY_FILECAP_40_OFFSET	crates/er-title-flow/src/constants_return_title.rs	0x40
BLOCKRES_SECOND_FILECAP_48_OFFSET	crates/er-title-flow/src/constants_return_title.rs	0x48
BLOCK_AREAOBJ_AREA_C_OFFSET	crates/er-quickload/src/constants/gaitem_restore.rs	0xc
BLOCK_AREA_C_OFFSET	crates/er-quickload/src/constants/gaitem_restore.rs	0xc
BLOCK_ENTRY_AREAOBJ_8_OFFSET	crates/er-quickload/src/constants/gaitem_restore.rs	0x8
BLOCK_INNER_8_OFFSET	crates/er-quickload/src/constants/gaitem_restore.rs	0x8
BLOCK_LOADSTATE_ASSET_GATE_2F_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x2f
BLOCK_LOADSTATE_FLAG_2D_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x2d
BLOCK_LOADSTATE_GAVEUP_06_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x6
BLOCK_LOADSTATE_GETTER_VT_10_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x10
BLOCK_LOADSTATE_PHASE_35_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x35
BLOCK_LOADSTATE_REQUEST_2C_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x2c
BONE_DATA_Q_OFFSET	crates/er-loading-portrait-core/src/portrait_lookat.rs	0x10
BOOT_SYS_STEP_STATE_OFFSET	crates/er-quickload/src/experiments/gpu_readback/boot_progress.rs	0x40
CHRCTRL_DISABLE_MOVE_E9_OFFSET	crates/er-quickload/src/constants/render_handoff.rs	0xe9
CLOSE_GATE_OFFSET	crates/er-crash-logging-core/src/hang.rs	0x11
COMPONENT_GET_VALUE_VTABLE_SLOT_OFFSET	crates/er-quickload/src/constants/stats_panel_text.rs	0x8
CONTAINER_LENGTH_OFFSET	crates/er-invasion-warp-core/src/legacy_map_regions.rs	0x10
CONTAINER_ROOT_OFFSET	crates/er-invasion-warp-core/src/legacy_map_regions.rs	0x8
CSFILE_HOLDER_8_OFFSET	crates/er-title-flow/src/constants_return_title.rs	0x8
CSFILE_QUEUE_ARRAY_E0_OFFSET	crates/er-title-flow/src/constants_return_title.rs	0xe0
CSSCALEFORMVALUE_DATATYPE_OFFSET	crates/er-title-flow/src/constants_autoload_state.rs	0x20
CSSCALEFORMVALUE_HANDLE_OFFSET	crates/er-title-flow/src/constants_autoload_state.rs	0x28
CSSCALEFORMVALUE_OBJECT_INTERFACE_OFFSET	crates/er-title-flow/src/constants_autoload_state.rs	0x18
CS_DELAY_DELETE_FINALIZE_54_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x54
CS_DELAY_DELETE_PENDING_40_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x40
CS_FLIPPER_FIXED_SPF_1C_OFFSET	crates/er-input-harness/src/game_mem.rs	0x1c
CS_FLIPPER_MODE_CURRENT_C_OFFSET	crates/er-input-harness/src/game_mem.rs	0xc
CS_MSB_POINT_SHAPE_DATA_OFFSET	crates/er-invasion-warp-core/src/msb_invasion_points.rs	0x18
DEALLOCATE_VTABLE_OFFSET	crates/er-invasion-path/src/navpath.rs	0x68
DELAY_DELETE_MAN_PENDING_COUNT_OFFSET	crates/er-title-flow/src/constants_autoload_state.rs	0x40
DELAY_DELETE_MAN_PENDING_HIGHWATER_OFFSET	crates/er-title-flow/src/constants_autoload_state.rs	0x44
DIALOG_CTX_PARENT_50_OFFSET	crates/er-title-flow/src/constants_own_load_pump.rs	0x50
DIALOG_GRID_CONTROL_A38_OFFSET	crates/er-quit-menu-core/src/quit_dialog_layout.rs	0xa38
DIALOG_GRID_CONTROL_A38_OFFSET	crates/er-title-flow/src/constants_autoload_state.rs	0xa38
DIALOG_MENUWINDOW_VEC_50_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x50
DIALOG_MENU_QUEUE_10_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x10
DIALOG_OWNER_CTX_A38_OFFSET	crates/er-title-flow/src/constants_moved.rs	0xa38
DLFIXEDVECTOR_COUNT_48_OFFSET	crates/er-title-flow/src/constants_moved.rs	0x48
DLSTRING_CAPACITY_20_OFFSET	crates/er-game-base/src/filecap.rs	0x20
DLSTRING_CAPACITY_20_OFFSET	crates/er-quickload/src/experiments/startup_hooks/quit_menu/save_picker_path_editor.rs	0x20
DLSTRING_DATA_08_OFFSET	crates/er-quickload/src/experiments/startup_hooks/quit_menu/save_picker_path_editor.rs	0x8
DLSTRING_LENGTH_18_OFFSET	crates/er-game-base/src/filecap.rs	0x18
DLSTRING_LENGTH_18_OFFSET	crates/er-quickload/src/experiments/startup_hooks/quit_menu/save_picker_path_editor.rs	0x18
DLSTRING_U16_CAPACITY_OFFSET	crates/er-loading-portrait-core/src/layout.rs	0x20
DLSTRING_U16_ENCODING_OFFSET	crates/er-loading-portrait-core/src/layout.rs	0x28
DLSTRING_U16_INLINE_OFFSET	crates/er-loading-portrait-core/src/layout.rs	0x8
DLSTRING_U16_LENGTH_OFFSET	crates/er-loading-portrait-core/src/layout.rs	0x18
DLSTRING_UNION_08_OFFSET	crates/er-game-base/src/filecap.rs	0x8
